Query,Expected Answer,Context
What is the operational clinical definition of asthma according to global management guidelines?,"Asthma is a heterogeneous disease, usually characterized by chronic airway inflammation. It is defined by the history of respiratory symptoms such as wheeze, shortness of breath, chest tightness, and cough that vary over time and in intensity, together with variable expiratory airflow limitation.","[GINA Asthma WMS.pdf, p. 26] Asthma is a heterogeneous disease, usually characterized by chronic airway inflammation. It is defined by the history of respiratory symptoms, such as wheeze, shortness of breath, chest tightness and cough, that vary over time and vary in intensity, together with variable expiratory airflow. Airflow limitation may later become persistent. Asthma is usually associated with airway hyperresponsivenes... | [GINA Asthma WMS.pdf, p. 27] asthma that may be life-threatening and place a significant burden on patients and the community. Most asthma deaths occur in low- and middle-income countries.4 Asthma is usually associated with airway hyperresponsiveness to direct or indirect stimuli, and with chronic airway inflammation. These features usually persist, even when symptoms are absent or lung function is normal, but may normalize w... | [WHO asthma.pdf, p. 19] 1. Introduction | [WHO asthma.pdf, p. 20] asthma and other chronic airway diseases. Although these conditions differ in their underlying pathophysiology and natural history, they often present with similar clinical features, including wheeze, tachypnoea, chest indrawing and varying degrees of hypoxaemia, particularly during acute episodes. Bronchiolitis typically affects infants in the first 2 years of life, with the highest incidence occ... | [WHO asthma.pdf, p. 25] Management of asthma in children and adolescents..."
What are the recommended long-term controller treatment steps for children aged 6 to 11 years?,"Step 1: Low-dose ICS taken whenever SABA is taken. Step 2: Daily low-dose ICS. Step 3: Low-dose ICS-LABA or medium-dose ICS, or low-dose ICS-formoterol MART. Step 4: Medium-dose ICS-LABA or MART. Step 5: High-dose ICS-LABA or referral for add-on biologic phenotyping.","[GINA Asthma WMS.pdf, p. 103] ASTHMA TREATMENT FOR CHILDREN 6–11 YEARS For general principles of asthma treatment, and non-pharmacological strategies, see Section 3, p.53. For flowchart about initial asthma treatment for children 6–11 years, see p.102. For asthma treatment steps in children 6–11 years, see p.104. INITIAL ASTHMA TREATMENT IN CHILDREN 6–11 YEARS Box 4-10. Initial asthma treatment for children aged 6–11 years wit... | [GINA Asthma WMS.pdf, p. 104] Step 4 MART dose is double the Step 3 MART ICS dose (still a low daily ICS dose). AIR: anti-inflammatory reliever. ICS: inhaled corticosteroid; LABA: long-acting beta2-agonist; MART: maintenance-and-reliever therapy with ICS-formoterol; SABA: short-acting beta2-agonist. See Box 4-2 (p.77) for low, medium and high ICS doses in children. See Box 4-8 (p.90) for medications and doses for MART in child... | [GINA Asthma WMS.pdf, p. 105] STEPS FOR CHILDREN 6–11 YEARS Box 4-12. Personalized management for children 6–11 years to control symptoms and minimize future risk See list of abbreviations (p.12). *Anti-inflammatory reliever therapy (AIR); see Box 4-8. †If prescribing leukotriene receptor antagonists, note concerns about potential neuropsychiatric adverse effects.330 ‡ Step 4 MART dose is double the Step 3 dose (still a low da... | [GINA Asthma WMS.pdf, p. 106] steps below refer to the recommended asthma treatment options shown in Box 4-12 p.104. Suggested low, medium and high doses for a range of ICS formulations are shown in Box 4-2 (p.77). Preferred Step 1 treatment for children 6–11 years: anti-inflammatory reliever (AIR) with as-needed low-dose ICS-formoterol or as-needed low-dose ICS+SABA (combination or separate inhalers) Step 1 applies to childre... | [WHO asthma.pdf, p. 28] paediatric asthma exacerbations; • potential second-line therapy options for paediatric asthma exacerbations; • preferred second- and third-line therapy for paediatric asthma exacerbations; and • combination maintenance and reliever therapy (MART) for the long-term management of asthma. The recommendations cover the options for inhaled and IV treatment in addition to standard first-line therapy wi..."
What is the clinical distinction between difficult-to-treat asthma and true severe refractory asthma?,"Difficult-to-treat asthma is asthma that remains uncontrolled despite high-dose controller therapy due to remediable factors (inhaler technique errors, non-adherence, comorbidities, ongoing trigger exposure). Severe refractory asthma remains uncontrolled despite addressing all these factors.","[GINA Asthma WMS.pdf, p. 150] 8. Difficult-to-treat and severe asthma 149 8. Difficult-to-treat and severe asthma in adults and adolescents KEY POINTS What are difficult-to-treat asthma and severe asthma? Difficult-to-treat asthma is asthma that is uncontrolled despite prescribing of medium- or high-dose treatment with the combination of inhaled corticosteroid (ICS) and long-acting beta2-agonist (LABA), or that requires high-d... | [GINA Asthma WMS.pdf, p. 151] Difficult-to-treat and severe asthma DEFINITIONS: UNCONTROLLED, DIFFICULT-TO-TREAT, AND SEVERE ASTHMA Understanding the definitions of difficult-to-treat and severe asthma starts with the concept of uncontrolled asthma. Uncontrolled asthma includes one or both of the following: • Poor symptom control (frequent symptoms or reliever use, activity limited by asthma, night waking due to asthma) • Freq... | [GINA Asthma WMS.pdf, p. 152] severe asthma 151 IMPORTANCE: THE IMPACT OF SEVERE ASTHMA The patient perspective Patients with severe asthma experience a heavy burden of symptoms, exacerbations and medication side-effects. Frequent shortness of breath, wheeze, chest tightness and cough interfere with day-to-day living, sleeping, and physical activity, and patients often have frightening or unpredictable exacerbations (also call... | [WHO asthma.pdf, p. 28] For patients with moderate or severe symptoms, prompt treatment with oral corticosteroids, for example, prednisolone or dexamethasone is advised. Administration of corticosteroids significantly reduces the need for hospital admission when given within 1 hour of presentation for emergency care and reduces relapse of symptoms (26, 27). In patients who are not able to tolerate oral medication, the in... | [GINA Asthma WMS.pdf, p. 153] 152 8. Difficult-to-treat and severe asthma Box 8-2. Decision tree – investigate and manage difficult to treat asthma in adult and adolescent patients GERD: gastroesophageal reflux disease; ICS: inhaled corticosteroids; LABA: long-acting beta2-agonist; LAMA: long-acting muscarinic antagonists; LM: leukotriene modifiers; LTRA: leukotriene receptor antagonists; MART: maintenance-and-reliever therapy..."
"What phenotype evaluation, including Type 2 biomarkers, is required for patients with severe asthma?","Phenotype evaluation requires assessing for Type 2 (T2) inflammation using: blood eosinophils (>= 150–300 cells/uL), FeNO (>= 20–25 ppb), sputum eosinophils (>= 2%), and allergen-driven atopy. Identifying T2-high vs T2-low phenotype guides eligibility for targeted biologic therapies.","[GINA Asthma WMS.pdf, p. 152] ASSESSMENT AND MANAGEMENT OF DIFFICULT-TO- TREAT AND SEVERE ASTHMA The clinical decision tree (from p.152), summarizes a stage-by-stage, evidence-based approach to investigating and managing difficult-to-treat asthma in adults and adolescents, assessing and treating severe asthma phenotypes, and monitoring/adjusting severe asthma treatment. The decision tree is divided into three broad stages: Sta... | [GINA Asthma WMS.pdf, p. 157] 156 8. Difficult-to-treat and severe asthma INVESTIGATE AND MANAGE DIFFICULT-TO-TREAT ASTHMA IN ADULTS AND ADOLESCENTS 1. Confirm the diagnosis (asthma or differential diagnoses) Stages 1–5 can be carried out in primary or specialist care. A patient is classified as having difficult-to-treat asthma if they have persistent asthma symptoms and/or exacerbations despite prescribing of medium- or high-... | [GINA Asthma WMS.pdf, p. 239] Type 2 biomarkers Appendix A. Overview of Type 2 biomarkers in diagnosis and management of asthma in adolescents and adults Numerous biomarkers have been investigated in the blood, urine, induced sputum, exhaled air and bronchoalveolar lavage fluid of people with asthma. Biomarkers must be measured and interpreted in the appropriate clinical context. In the clinical management of asthma, the most ... | [GINA Asthma WMS.pdf, p. 240] Appendix A. Type 2 biomarkers 239 Table A1. High blood eosinophils and FeNO, and factors affecting their levels, in adults and adolescents Biomarker Typical criteria for ‘high’ in adults/adolescents Factors affecting measurement Blood eosinophil count (BEC) For diagnosis of asthma: BEC ≥ upper limit of normal for the population from regional or national laboratory reference values. In severe asthm... | [WHO asthma.pdf, p. 28] For patients with moderate or severe symptoms, prompt treatment with oral corticosteroids, for example, prednisolone or dexamethasone is advised. Administration of corticosteroids significantly reduces the need for hospital admission when given within 1 hour of presentation for emergency care and reduces relapse of symptoms (26, 27). In patients who are not able to tolerate oral medication, the in..."
"What targeted biologic therapies are approved for severe Type 2 asthma, and what are their specific targets?","1. Anti-IgE (Omalizumab): binds circulating IgE. 2. Anti-IL5 / Anti-IL5R (Mepolizumab, Reslizumab / Benralizumab): inhibits IL-5 or destroys eosinophils. 3. Anti-IL4R alpha (Dupilumab): blocks IL-4 and IL-13 signaling. 4. Anti-TSLP (Tezepelumab): targets thymic stromal lymphopoietin at the epithelial level.","[GINA Asthma WMS.pdf, p. 99] add-on therapy (for more details, see Section 8, p.149) Patients of any age with persistent symptoms or exacerbations despite correct inhaler technique and good adherence on Step 4 treatment, should be referred promptly to a clinician with expertise in investigation and management of severe asthma, if available (Evidence D).202 In severe asthma, as in mild–moderate asthma,402 participants in rando... | [GINA Asthma WMS.pdf, p. 100] anti-IgE) (subcutaneous (SC) omalizumab or biosimilar omalizumab-igec) for patients aged ≥6 years with severe allergic asthma (Evidence A)414,415 • Add-on anti-interleukin-5/5Rα (SC mepolizumab for ages ≥6 years, SC benralizumab or SC depemokimab for ages ≥12 years, or IV reslizumab for ages ≥18 years) for patients with severe eosinophilic asthma (Evidence A).415-421 • Add-on anti-interleukin-4Rα ... | [GINA Asthma WMS.pdf, p. 158] 8. Difficult-to-treat and severe asthma 157 2. Look for factors contributing to symptoms and exacerbations Systematically consider factors that may be contributing to uncontrolled symptoms or exacerbations, or poor quality of life, and that can be treated. The most important modifiable factors include: • Incorrect inhaler technique (seen in up to 80% patients): Ask the patient to show you how they... | [GINA Asthma WMS.pdf, p. 159] 158 8. Difficult-to-treat and severe asthma sensitized and exposed (p.67, p.70). For details see text following Box 3-6, p.63. However, do not delay referral for specialist assessment if the person has made unsuccessful attempts at smoking cessation and weight loss. Consider exposure mitigation for respiratory viruses (physical distancing from contacts with respiratory infections, mask wearing). •... | [GINA Asthma WMS.pdf, p. 160] BIOLOGIC THERAPIES 5. Investigate further and provide patient support Further assessment and management should be done by a specialist, preferably in a multidisciplinary severe asthma clinic if available. The team may include a certified asthma educator and healthcare providers from fields such as speech pathology, otorhinolaryngology, social work and mental health. What other tests may be conside..."
What add-on non-biologic treatment options can be considered in Step 5 severe asthma?,"Add-on non-biologic options in Step 5 include: (1) Long-acting muscarinic antagonist (LAMA, tiotropium), (2) Low-dose azithromycin (off-label 3 times/week to reduce exacerbations), (3) Leukotriene receptor antagonists (LTRA), and (4) Low-dose maintenance oral corticosteroids as last resort.","[GINA Asthma WMS.pdf, p. 99] STEP 5 (TRACKS 1 AND 2) IN ADULTS AND ADOLESCENTS Preferred treatment at Step 5 in adults and adolescents: refer for expert assessment, phenotyping, and add-on therapy (for more details, see Section 8, p.149) Patients of any age with persistent symptoms or exacerbations despite correct inhaler technique and good adherence on Step 4 treatment, should be referred promptly to a clinician with experti... | [GINA Asthma WMS.pdf, p. 100] tiotropium inhaler (patients aged ≥6 years) • a combination ‘triple’ inhaler (ICS-LABA-LAMA) containing medium- or high-dose ICS: beclometasone-formoterol- glycopyrronium, fluticasone furoate-vilanterol-umeclidinium, mometasone-indacaterol-glycopyrronium (all approved for ≥18 years) or budesonide-formoterol-glycopyrronium (≥12 years). Adding LAMA to medium- or high-dose ICS-LABA resulted in a smal... | [GINA Asthma WMS.pdf, p. 157] low. If initial bronchodilator responsiveness testing is negative (<200 mL or <12% increase in FEV1), consider repeating after withholding bronchodilators or when symptomatic, or consider stepping controller treatment up or down before further investigations such as bronchial provocation testing (see Box 1-4, p.33). Check full flow-volume curve to assess for upper airway obstruction. If spirometry... | [GINA Asthma WMS.pdf, p. 158] maintenance ICS-LABA (p.120), can identify patients with poor adherence.256,531 Electronic inhaler monitoring, if available, can be helpful in screening for poor adherence, in some cases avoiding the need for biologic therapy.543 • Comorbidities: Review history and physical examination findings for comorbidities that can contribute to respiratory symptoms, exacerbations, or poor quality of life. T... | [WHO asthma.pdf, p. 28] maintenance and reliever therapy (MART) for the long-term management of asthma. The recommendations cover the options for inhaled and IV treatment in addition to standard first-line therapy with inhaled bronchodilators and systemic corticosteroids. They also take into consideration the need for early intervention with effective treatment to avoid potentially fatal outcomes, particularly in resourc..."
How is Asthma-COPD Overlap (ACO) identified and managed in adult patients presenting with mixed features?,"ACO presents in adults (usually > 40 years) with persistent airflow limitation and features of both asthma (variable symptoms, allergic history) and COPD (smoking/exposure history). Management MUST include an ICS-containing controller to prevent mortality, plus bronchodilators (LABA/LAMA).","[GINA Asthma WMS.pdf, p. 142] Diagnosis and initial treatment in adults with features of asthma, COPD or both KEY POINTS Asthma and chronic obstructive pulmonary disease (COPD) are heterogeneous and overlapping conditions “Asthma” and “COPD” are umbrella labels for heterogeneous conditions characterized by chronic airway and/or lung disease. Asthma and COPD each include several different clinical phenotypes, and probably have ... | [GINA Asthma WMS.pdf, p. 143] clinical problems, including by giving advice about smoking cessation, immunizations, physical activity, and management of multimorbidity. Specialist referral for additional investigations in patients with asthma+COPD is encouraged, as they often have worse outcomes than patients with asthma or COPD alone. OBJECTIVES The objectives of this section of the GINA Strategy Report are: • To assist prima... | [GINA Asthma WMS.pdf, p. 145] initial treatment in patients with asthma and/or COPD COPD: chronic obstructive pulmonary disease; GOLD: Global Initiative for Chronic Obstructive Lung disease; ICS: inhaled corticosteroid; LABA: long-acting beta2- agonist; LAMA: long-acting muscarinic antagonist; OCS: oral corticosteroid COPYRIGHTED MATERIAL - DO NOT COPY OR DISTRIBUTE... | [WHO asthma.pdf, p. 20] Respiratory illness is a leading cause of morbidity among children globally, with both acute and chronic conditions contributing substantially to outpatient visits and hospital admissions throughout infancy, childhood and adolescence (4). Among the diverse clinical presentations of paediatric respiratory disease, wheeze is one of the most frequent and clinically important. Wheeze, defined as a hig... | [GINA Asthma WMS.pdf, p. 146] 7. Patients with features of asthma and COPD 145 Caution: Consider alternative diagnoses; other airways diseases, such as bronchiectasis and chronic bronchitis, and other forms of lung disease such as interstitial lung disease may present with some of the above features. The above approach to diagnosis does not replace the need for a full assessment in patients presenting with respiratory symptoms..."
"How should asthma be managed during pregnancy, and why is maintaining controller therapy essential?","Asthma control must be actively maintained during pregnancy because poorly controlled asthma and hypoxia pose far greater risks to the fetus (low birth weight, prematurity, mortality) than standard controller medications. Inhaled budesonide is the preferred ICS due to extensive safety data.","[GINA Asthma WMS.pdf, p. 133] Management The fundamental principles and aims of asthma treatment are the same in LMICs as in high-income countries, but common barriers to effective long-term asthma care include the lack of availability and affordability of inhaled medicines, and prioritization of acute care over chronic care by healthcare systems.4,7 Recommendations by WHO and the International Union Against Tuberculosis and L... | [GINA Asthma WMS.pdf, p. 134] inhaled SABA, and even occasional courses of OCS are associated with a significant risk of short-term adverse effects such as pneumonia and sepsis,178 and, in adults, with long-term adverse effects including osteoporosis and fragility fractures, cataract and diabetes.179 The largest (52 countries) survey of the accessibility and affordability of inhaled asthma medicines, conducted in 2011, reporte... | [WHO asthma.pdf, p. 20] Uncontrolled asthma symptoms lead to school absence and negatively affect children’s educational and social opportunities (6), while emergency health care use and hospitalization impose substantial costs on families, health systems and the wider economy. In addition to the burden measured in disability-adjusted life years, asthma contributes significantly to avoidable morbidity and premature morta... | [WHO asthma.pdf, p. 28] medication, the intravenous (IV) or intramuscular (IM) route can be considered. The initial treatment of acute asthma with inhaled bronchodilators and systemic corticosteroids is referred to in this document as standard first-line therapy. 3.2 Long-term management of asthma The long-term management of asthma with inhaled bronchodilators and ICS has been standard practice for decades. However, evid... | [GINA Asthma WMS.pdf, p. 135] exacerbations, compared with SABA alone, and without the need for daily treatment. Change in height from baseline in younger adolescents was significantly greater with as-needed ICS-formoterol than with daily low- dose ICS plus as-needed SABA.341 Exercise-induced bronchoconstriction (EIB) Clinical features Physical activity is an important stimulus for asthma symptoms for many patients, with sympt..."
How should asthma management be adapted in patients with comorbid allergic rhinitis or chronic rhinosinusitis with nasal polyps?,"Allergic rhinitis and chronic rhinosinusitis with nasal polyps (CRSwNP) worsen asthma control. Management requires combined upper and lower airway treatment: intranasal corticosteroids, leukotriene receptor antagonists (LTRA), and consider biologic therapies (anti-IL4R, anti-IL5) for severe CRSwNP.","[GINA Asthma WMS.pdf, p. 127] asthma with multimorbidity and in specific populations KEY POINTS Multimorbidity is common in patients with chronic diseases such as asthma. It is important to identify and manage multimorbidity, as it contributes to impaired quality of life, increased healthcare utilization, and adverse effects of medications. Some comorbidities, such as rhinosinusitis, obesity, anxiety and/or depression, and gas... | [GINA Asthma WMS.pdf, p. 128] 6. Multimorbidity and specific populations 127 expiratory airflow (Box 1-2, p.28). Asthma is more common in obese than non-obese patients,89 but both over- and under- diagnosis of asthma occur in obesity.63,90 The relationship between FeNO, blood eosinophils, sputum eosinophils and submucosal eosinophils is altered in the obese,29,57 and the finding of low FeNO may lead to asthma in obese adults b... | [WHO asthma.pdf, p. 20] Respiratory illness is a leading cause of morbidity among children globally, with both acute and chronic conditions contributing substantially to outpatient visits and hospital admissions throughout infancy, childhood and adolescence (4). Among the diverse clinical presentations of paediatric respiratory disease, wheeze is one of the most frequent and clinically important. Wheeze, defined as a hig... | [GINA Asthma WMS.pdf, p. 129] 128 6. Multimorbidity and specific populations Anxiety and depression Clinical features Anxiety symptoms and psychiatric disorders, particularly depressive and anxiety disorders, are more prevalent among people with asthma.584,585 Psychiatric comorbidity is also associated with worse asthma symptom control and medication adherence, and worse asthma-related quality of life.586 Anxious and depressiv... | [GINA Asthma WMS.pdf, p. 160] 8. Difficult-to-treat and severe asthma 159 INVESTIGATE THE SEVERE ASTHMA PHENOTYPE AND CONSIDER NON-BIOLOGIC THERAPIES 5. Investigate further and provide patient support Further assessment and management should be done by a specialist, preferably in a multidisciplinary severe asthma clinic if available. The team may include a certified asthma educator and healthcare providers from fields such as ..."
What evidence-based primary prevention interventions are recommended to reduce the risk of asthma in infants?,"Recommended primary prevention measures include: (1) Avoiding maternal smoking during pregnancy and secondhand smoke exposure in infancy, (2) Encouraging exclusive breastfeeding for at least 4–6 months, and (3) Avoiding unnecessary broad-spectrum antibiotic exposure in early infancy.","[GINA Asthma WMS.pdf, p. 230] Primary prevention of asthma 229 13. Primary prevention of asthma KEY POINTS Children The development and persistence of asthma are driven by gene–environment interactions. There is assumed to be a “window of opportunity” in utero and in early life to prevent asthma in children, but intervention studies are limited. Factors associated with increased or decreased risk of asthma in children can info... | [GINA Asthma WMS.pdf, p. 231] 230 13. Primary prevention of asthma DIETARY FACTORS BY MOTHER AND/OR CHILD AND RISK OF ASTHMA IN CHILDREN Nutrition of mother and/or child Maternal diet A large body of research investigating the development of allergy and asthma in children has focused on the mother’s diet during pregnancy. Current evidence does not clearly demonstrate that ingestion of any specific foods during pregnancy increa... | [GINA Asthma WMS.pdf, p. 232] 13. Primary prevention of asthma 231 Probiotics A 2013 meta-analysis provided insufficient evidence to recommend probiotics for the prevention of allergic disease (asthma, rhinitis, eczema or food allergy).949 Further studies are underway. ENVIRONMENTAL FACTORS AND RISK OF ASTHMA IN CHILDREN Inhalant allergens Allergic sensitization is the best predictor for development of persistent asthma.950 Se... | [WHO asthma.pdf, p. 20] Respiratory illness is a leading cause of morbidity among children globally, with both acute and chronic conditions contributing substantially to outpatient visits and hospital admissions throughout infancy, childhood and adolescence (4). Among the diverse clinical presentations of paediatric respiratory disease, wheeze is one of the most frequent and clinically important. Wheeze, defined as a hig... | [GINA Asthma WMS.pdf, p. 233] 232 13. Primary prevention of asthma may also be beneficial; the prevalence of asthma is higher in children born by cesarean section than those born vaginally.979,980 This may relate to differences in the infant gut microbiota according to their mode of delivery.981 Respiratory syncytial virus infection Respiratory syncytial virus (RSV) infection in infancy is associated with recurrent wheeze at a..."
What key components must be included in a personalized written asthma action plan for self-management?,"A written action plan must include: (1) Patient's daily maintenance controller and reliever doses (Green Zone), (2) Specific symptom or PEF thresholds indicating loss of control (Yellow Zone) with instructions to step up treatment, and (3) Clear criteria for starting oral steroids and seeking immediate emergency medical care (Red Zone).","[GINA Asthma WMS.pdf, p. 124] GUIDED ASTHMA SELF-MANAGEMENT Guided self-management may involve varying degrees of independence, ranging broadly from patient-directed self- management to doctor-directed self-management. With patient-directed self-management patients make changes in accordance with a prior written action plan without needing to first contact their healthcare provider. With doctor-directed self-management, patien... | [GINA Asthma WMS.pdf, p. 174] ACTION PLAN All patients with asthma, and parents/caregivers of children with asthma, should be provided with guided self- management education as described in Section 5 (p.117). The definition of guided self-management education includes monitoring of symptoms and/or lung function, a written asthma action plan, and regular review by a healthcare provider.560 (For children 5 years and younger, see... | [GINA Asthma WMS.pdf, p. 175] 174 9. Management of exacerbations (adults, adolescents, children 6–11 years) Box 9-2. Medication options for written asthma action plans for adults and adolescents Track & step Usual asthma treatment Short-term action plan change (1–4 weeks) for worsening asthma (see text for more details) Evidence level GINA Track 1 with ICS-formoterol reliever* Steps 1–2 As-needed-only ICS-formoterol (AIR-only)... | [WHO asthma.pdf, p. 28] For patients with moderate or severe symptoms, prompt treatment with oral corticosteroids, for example, prednisolone or dexamethasone is advised. Administration of corticosteroids significantly reduces the need for hospital admission when given within 1 hour of presentation for emergency care and reduces relapse of symptoms (26, 27). In patients who are not able to tolerate oral medication, the in... | [GINA Asthma WMS.pdf, p. 176] action plans – relievers Inhaled combination ICS-formoterol reliever In adults and adolescents, use of as-needed combination low-dose ICS-formoterol for symptom relief (without maintenance treatment) reduces the risk of severe exacerbations requiring OCS or requiring emergency department visit or hospitalization by 65%, compared with SABA-only treatment.210 It also reduces the risk of needing an e..."
"What is meant by clinical asthma remission, and what criteria define complete versus partial remission?","Clinical asthma remission is defined as a sustained period (>= 12 months) of high-level asthma control without exacerbations, lung function stability, and absence of symptom burden. Complete remission includes no medication requirement; partial on-treatment remission occurs while continuing controller therapy.","[GINA Asthma WMS.pdf, p. 56] concept, they are often relevant to specific health systems. Recent systematic reviews232,233 have emphasized the need for high-quality studies to evaluate the utility, effectiveness and scalability of these interventions in real-world clinical practice. LONG-TERM GOAL OF ASTHMA MANAGEMENT The long-term goal of asthma management from a clinical perspective is to achieve the best possible outcomes ... | [GINA Asthma WMS.pdf, p. 57] criteria and tools will facilitate this research. Remission of childhood asthma Reported rates of remission off treatment from studies in children with wheezing or asthma vary depending on the populations, definitions, and length of follow-up. For example, in one study, 59% of wheezing preschool children had no wheezing at 6 years,237 whereas in another study, only 15% of children with persistent ... | [GINA Asthma WMS.pdf, p. 205] REMISSION OF ASTHMA Remission of asthma has been investigated extensively in the past, most commonly spontaneous remission of childhood asthma (long-term absence of symptoms/signs without treatment). Definitions and criteria vary, but they commonly refer to either clinical remission (e.g., no asthma symptoms or exacerbations for a specific period, usually at least 1 year) or complete (or pathophys... | [WHO asthma.pdf, p. 28] Long-term management of asthma The long-term management of asthma with inhaled bronchodilators and ICS has been standard practice for decades. However, evidence from large multi-centred RCTs, including mostly adults and older children, suggest that there should be changes in the way that these medicines are used (22); hence, the need to review the available evidence for children and adolescents. 3... | [GINA Asthma WMS.pdf, p. 58] 3. Principles of asthma management (adults, adolescents, children 6–11 years) 57 childhood-onset asthma than adult-onset asthma. However, persistence of airway hyperresponsiveness and/or airway inflammation is found in most adults with clinical remission of asthma.239 In recent years, there has been increasing interest in asthma remission on treatment, particularly with biologic therapy for severe..."
